orderid,mkt,itemcode,amount,curcode
740,XNEC,347,47.78814,BRB
741,XNEC,4175,54.151566,BRC
742,XNEC,8955,58.818745,BRE
743,XNEC,3939,30.291067,BRN
744,XNEC,8949,32.719067,BRR
745,XNEC,803,75.914795,BGJ
746,XNEC,254,76.91682,BGK
747,XNEC,9286,18.26456,BGL
748,XNEC,1448,50.650917,BUK
749,XNEC,2557,95.31351,HRD
750,XNEC,4734,19.84933,HRK
751,XNEC,3720,21.081032,CYP
752,XNEC,8616,69.70958,CSJ
753,XNEC,8754,31.120209,CSK
754,XNEC,4635,14.354652,ECS
755,XNEC,5744,80.96926,ECV
756,XNEC,2481,78.55543,GQE
757,XNEC,6928,89.68074,EEK
758,XNEC,4281,98.972176,XEU
759,XNEC,3089,7.250267,FIM
760,XNEC,4727,80.70572,FRF
761,XNEC,1308,53.2457,FRF
762,XNEC,9311,85.1063,FRF
763,XNEC,2117,6.4531865,GEK
764,XNEC,2310,86.24252,RUR
765,XNEC,1406,47.05026,DDM
766,XNEC,4316,17.750547,DEM
767,XNEC,174,68.04805,GHC
768,XNEC,1077,75.256,GHP
769,XNEC,3407,37.095448,GRD
770,XNEC,6117,74.35153,FRF
771,XNEC,189,76.23113,GNE
772,XNEC,2219,51.924843,GNS
773,XNEC,3885,3.1479707,GWE
774,XNEC,2343,63.414223,GWP
775,XNEC,3783,45.10276,ITL
776,XNEC,1852,61.556633,ISJ
777,XNEC,1978,8.312452,IEP
778,XNEC,9527,67.50084,ILP
779,XNEC,7242,85.939514,ILR
780,XNEC,8661,64.90176,ITL
781,XNEC,6420,14.398684,RUR
782,XNEC,8874,48.895535,RUR
783,XNEC,6467,95.63019,LAJ
784,XNEC,5550,71.276,LVL
785,XNEC,8298,65.45522,LVR
786,XNEC,2451,58.50433,LSM
787,XNEC,3979,31.66059,ZAL
788,XNEC,4342,98.56375,LTL
789,XNEC,1002,34.885128,LTT
790,XNEC,1376,70.846535,LUC
791,XNEC,7296,10.517877,LUF
792,XNEC,7072,50.61718,LUL
793,XNEC,6229,71.347916,MGF
794,XNEC,191,19.809904,MWK
795,XNEC,2913,56.748047,MVQ
796,XNEC,7759,85.948265,MLF
797,XNEC,7319,71.42448,MTL
798,XNEC,3076,20.340012,MTP
799,XNEC,858,42.445766,FRF
800,XNEC,5916,26.909584,MRO
801,XNEC,5638,41.94069,FRF
802,XNEC,7952,22.403627,MXP
803,XNEC,8523,95.58548,RUR
804,XNEC,5317,25.87122,FRF
805,XNEC,1500,76.04889,MZE
806,XNEC,7681,48.125355,MZM
807,XNEC,8995,83.12898,NLG
808,XNEC,5031,16.14317,ANG
809,XNEC,2618,27.683744,NIC
810,XNEC,4779,61.1442,PEH
811,XNEC,6612,97.59692,PEI
812,XNEC,3878,95.350235,PEN
813,XNEC,7257,84.47928,PES
814,XNEC,5365,98.28088,PLZ
815,XNEC,8933,0.16167767,PTE
816,XNEC,7739,57.02954,FRF
817,XNEC,435,61.489876,ROK
818,XNEC,2927,78.432014,ROL
819,XNEC,937,23.429129,RON
820,XNEC,6615,84.62624,RUR
821,XNEC,4288,91.12287,FRF
822,XNEC,4526,98.259605,FRF
823,XNEC,4553,5.1040206,FRF
824,XNEC,2297,17.315416,ITL
825,XNEC,5953,7.6956906,STD
826,XNEC,2943,6.3393307,CSD
827,XNEC,6878,96.26269,EUR
828,XNEC,6133,99.15697,SKK
829,XNEC,6781,94.52032,SIT
830,XNEC,4883,91.35748,ZAL
831,XNEC,735,32.341274,SDG
832,XNEC,8763,27.040699,RHD
833,XNEC,171,6.812921,ESA
834,XNEC,1715,10.16283,ESB
835,XNEC,4940,8.671408,ESP
836,XNEC,9916,41.826485,SDD
837,XNEC,6199,16.274117,SDP
838,XNEC,5435,35.67435,SRG
839,XNEC,9270,40.40931,SZL
840,XNEC,2241,66.54089,CHC
841,XNEC,6435,26.17743,RUR
842,XNEC,4524,79.48406,TJR
843,XNEC,3876,71.68569,IDR
844,XNEC,9784,79.02896,TPE
845,XNEC,8561,21.440998,TRL
846,XNEC,2420,28.26014,TRY
847,XNEC,9350,99.52292,RUR
848,XNEC,2256,84.21609,TMM
849,XNEC,4159,24.414906,UGS
850,XNEC,9376,16.503704,UGW
851,XNEC,7993,42.27721,UAK
852,XNEC,3213,21.973034,SUR
853,XNEC,3785,92.9068,USS
854,XNEC,5715,17.190624,UYN
855,XNEC,2994,95.92893,UYP
856,XNEC,1005,97.283585,RUR
857,XNEC,2071,32.517197,VEB
858,XNEC,4040,13.522936,VEF
859,XNEC,4548,75.49399,VEF
860,XNEC,1176,22.924065,VEF
861,XNEC,3314,51.27964,VNC
862,XNEC,2988,28.016272,YDD
863,XNEC,3295,88.306076,YUD
864,XNEC,7968,50.60263,YUM
865,XNEC,6580,1.1513119,YUN
866,XNEC,2477,4.121753,ZRN
867,XNEC,9283,94.05346,ZRZ
868,XNEC,5572,42.009403,ZMK
869,XNEC,2717,20.66868,ZWC
870,XNEC,3312,73.87072,ZWD
871,XNEC,5999,29.367685,ZWD
872,XNEC,499,90.59417,ZWN
873,XNEC,5362,50.00976,ZWR
874,XNEC,8556,95.95723,XFO
875,XNEC,2880,49.25292,XRE
876,XNEC,8656,34.526096,XFU
877,XASX,6955,56.4923,AFN
878,XASX,8585,66.01424,EUR
879,XASX,1129,4.9889984,ALL
880,XASX,9998,23.873947,DZD
881,XASX,1896,19.163958,USD
882,XASX,2165,23.097979,EUR
883,XASX,3286,11.635946,AOA
884,XASX,1127,4.9586983,XCD
885,XASX,37,93.07103,XCD
886,XASX,2859,93.33437,ARS
887,XASX,6959,47.38222,AMD
888,XASX,6541,66.94053,AWG
889,XASX,7199,97.56046,AUD
890,XASX,4057,27.13941,EUR
891,XASX,1310,20.15406,AZN
892,XASX,3087,47.91905,BSD
893,XASX,289,99.50869,BHD
894,XASX,6401,67.3713,BDT
895,XASX,8010,48.188503,BBD
896,XASX,1743,8.654616,BYN
897,XASX,1486,97.11298,EUR
898,XASX,1507,96.34402,BZD
899,XASX,9356,55.529972,XOF
900,XASX,8537,20.971277,BMD
901,XASX,8596,82.151085,INR
902,XASX,71,8.124698,BTN
903,XASX,4813,38.301174,BOB
904,XASX,7187,32.43697,BOV
905,XASX,8741,11.002155,USD
906,XASX,9851,93.322914,BAM
907,XASX,2930,2.0638251,BWP
908,XASX,9624,95.92788,NOK
909,XASX,467,58.180527,BRL
910,XASX,5904,2.501781,USD
911,XASX,6116,54.638126,BND
912,XASX,5888,90.30191,BGN
913,XASX,6613,92.95862,XOF
914,XASX,2855,3.9355097,BIF
915,XASX,6932,29.954443,CVE
916,XASX,7831,57.504627,KHR
917,XASX,9902,4.630166,XAF
918,XASX,9401,73.98109,CAD
919,XASX,8253,6.937859,KYD
920,XASX,5272,65.457245,XAF
921,XASX,5955,85.66822,XAF
922,XASX,4017,52.853603,CLP
923,XASX,5696,32.52277,CLF
924,XASX,9440,68.86545,CNY
925,XASX,6519,42.71825,AUD
926,XASX,9477,39.24812,AUD
927,XASX,2458,68.35433,COP
928,XASX,4761,76.5317,COU
929,XASX,1975,46.246834,KMF
930,XASX,6151,32.711506,CDF
931,XASX,9187,53.6124,XAF
932,XASX,4531,30.545677,NZD
933,XASX,6303,6.645708,CRC
934,XASX,3196,40.47061,XOF
935,XASX,7740,42.994713,HRK
936,XASX,2171,90.225235,CUP
937,XASX,3899,6.425907,CUC
938,XASX,1550,97.767044,ANG
939,XASX,4214,65.156364,EUR
940,XASX,1565,50.388752,CZK
941,XASX,6984,41.824123,DKK
942,XASX,1549,74.21103,DJF
943,XASX,8954,22.44978,XCD
944,XASX,1116,7.7888384,DOP
945,XASX,3035,11.8248005,USD
946,XASX,1845,91.69383,EGP
947,XASX,2332,34.324738,SVC
948,XASX,9226,64.514885,USD
949,XASX,9173,17.693361,XAF
950,XASX,172,16.841372,ERN
951,XASX,8014,46.689503,EUR
952,XASX,9740,20.59426,SZL
953,XASX,6859,66.16527,ETB
954,XASX,2041,3.9011216,EUR
955,XASX,4031,97.0089,FKP
956,XASX,1254,62.37029,DKK
957,XASX,985,39.59349,FJD
958,XASX,5805,38.719284,EUR
959,XASX,6077,8.971443,EUR
960,XASX,6180,71.31905,EUR
961,XASX,315,1.3141974,XPF
962,XASX,9504,58.583965,EUR
963,XASX,6664,1.3455766,XAF
964,XASX,5493,48.213894,GMD
965,XASX,6431,42.50209,GEL
966,XASX,4339,91.43094,EUR
967,XASX,5556,50.921783,GHS
968,XASX,9087,31.516058,GIP
969,XASX,5422,89.4142,EUR
970,XASX,5046,17.066862,DKK
971,XASX,4356,70.56594,XCD
972,XASX,6450,1.6429045,EUR
973,XASX,7044,96.019554,USD
974,XASX,2174,28.162565,GTQ
975,XASX,7948,94.072044,GBP
976,XASX,9416,78.30101,GNF
977,XASX,190,72.19305,XOF
978,XASX,318,29.053486,GYD
979,XASX,3666,91.88464,HTG
980,XASX,3546,12.579524,USD
981,XASX,1020,5.5109053,AUD
982,XASX,3100,96.68974,EUR
983,XASX,8172,3.914281,HNL
984,XASX,3388,47.370426,HKD
985,XASX,7452,35.021465,HUF
986,XASX,2817,85.04684,ISK
987,XASX,2791,41.041824,INR
988,XASX,3068,9.8552,IDR
989,XASX,9480,84.97014,XDR
990,XASX,9593,3.5918086,IRR
991,XASX,8485,79.92864,IQD
992,XASX,7893,85.83569,EUR
993,XASX,5757,53.74954,GBP
994,XASX,6783,95.59207,ILS
995,XASX,365,13.545007,EUR
996,XASX,2434,99.710785,JMD
997,XASX,2076,28.48434,JPY
998,XASX,1437,74.07559,GBP
999,XASX,8848,39.160637,JOD
1000,XASX,9558,31.876873,KZT
1001,XASX,9911,25.762327,KES
1002,XASX,45,49.192055,AUD
1003,XASX,7902,71.230995,KPW
1004,XASX,2749,6.003771,KRW
1005,XASX,8392,28.301882,KWD
1006,XASX,6036,10.954162,KGS
1007,XASX,9612,61.712727,LAK
1008,XASX,6024,91.495,EUR
1009,XASX,5469,52.607487,LBP
1010,XASX,9157,80.52675,LSL
1011,XASX,9204,9.966789,ZAR
1012,XASX,4924,4.6256294,LRD
1013,XASX,5005,49.391262,LYD
1014,XASX,4463,60.66597,CHF
1015,XASX,2042,82.95797,EUR
1016,XASX,1680,97.5287,EUR
1017,XASX,9200,80.92952,MOP
1018,XASX,8515,52.312946,MKD
1019,XASX,3430,47.601387,MGA
1020,XASX,2459,93.96364,MWK
1021,XASX,6599,1.5602435,MYR
1022,XASX,6367,60.62136,MVR
1023,XASX,7637,38.516323,XOF
1024,XASX,6255,66.07296,EUR
1025,XASX,7623,99.902405,USD
1026,XASX,3042,9.353136,EUR
1027,XASX,3163,81.511536,MRU
1028,XASX,7650,56.56871,MUR
1029,XASX,6092,34.995705,EUR
1030,XASX,8737,66.357285,XUA
1031,XASX,8527,11.510307,MXN
1032,XASX,5728,79.82907,MXV
1033,XASX,5383,16.480139,USD
1034,XASX,6145,54.23225,MDL
1035,XASX,6872,42.637814,EUR
1036,XASX,102,51.98968,MNT
1037,XASX,2495,11.989961,EUR
1038,XASX,739,89.26726,XCD
1039,XASX,2126,9.440679,MAD
1040,XASX,3518,55.093513,MZN
1041,XASX,940,41.661777,MMK
1042,XASX,6652,50.694927,NAD
1043,XASX,5220,54.571404,ZAR
1044,XASX,215,37.935646,AUD
1045,XASX,7117,20.19221,NPR
1046,XASX,7269,49.493374,EUR
1047,XASX,2117,37.562653,XPF
1048,XASX,27,87.05117,NZD
1049,XASX,2531,76.58325,NIO
1050,XASX,9010,47.435738,XOF
1051,XASX,4171,56.77829,NGN
1052,XASX,9259,40.13144,NZD
1053,XASX,6812,44.791496,AUD
1054,XASX,9191,84.36666,USD
1055,XASX,7633,19.695166,NOK
1056,XASX,1130,46.478886,OMR
1057,XASX,7822,26.97998,PKR
1058,XASX,3788,10.078244,USD
1059,XASX,6898,12.938112,PAB
1060,XASX,1690,65.46005,USD
1061,XASX,4731,56.089474,PGK
1062,XASX,120,73.37739,PYG
1063,XASX,8456,34.792194,PEN
1064,XASX,4291,95.70299,PHP
1065,XASX,1086,84.1716,NZD
1066,XASX,2076,4.0238843,PLN
1067,XASX,1397,15.865428,EUR
1068,XASX,1578,41.70934,USD
1069,XASX,5570,60.488182,QAR
1070,XASX,1901,61.101364,EUR
1071,XASX,2677,62.448284,RON
1072,XASX,4793,93.5251,RUB
1073,XASX,752,21.04504,RWF
1074,XASX,9756,61.01079,EUR
1075,XASX,7989,49.891075,SHP
1076,XASX,1255,20.475773,XCD
1077,XASX,8377,29.521603,XCD
1078,XASX,4612,27.466175,EUR
1079,XASX,6156,96.09251,EUR
1080,XASX,5812,73.47725,XCD
1081,XASX,1993,22.289219,WST
1082,XASX,5322,78.08344,EUR
1083,XASX,5369,45.280846,STN
1084,XASX,18,72.2729,SAR
1085,XASX,6589,97.61871,XOF
1086,XASX,8520,34.39971,RSD
1087,XASX,885,69.28935,SCR
1088,XASX,1907,69.61879,SLL
1089,XASX,2464,6.2071524,SGD
1090,XASX,8248,27.77496,ANG
1091,XASX,5965,0.26562577,XSU
1092,XASX,2364,52.413296,EUR
1093,XASX,2978,18.066572,EUR
1094,XASX,3037,73.88231,SBD
1095,XASX,5108,24.053074,SOS
1096,XASX,4036,0.33268175,ZAR
1097,XASX,6879,29.410635,SSP
1098,XASX,2366,64.067505,EUR
1099,XASX,1714,51.121563,LKR
1100,XASX,844,46.026737,SDG
1101,XASX,7980,4.4596057,SRD
1102,XASX,7460,45.71208,NOK
1103,XASX,471,64.66088,SEK
1104,XASX,1551,91.24677,CHF
1105,XASX,1700,79.16241,CHE
1106,XASX,8730,93.23557,CHW
1107,XASX,6709,0.24691892,SYP
1108,XASX,2708,57.31727,TWD
1109,XASX,3896,78.61027,TJS
1110,XASX,5576,14.686722,TZS
1111,XASX,6701,34.16392,THB
1112,XASX,1202,16.728819,USD
1113,XASX,2710,4.365713,XOF
1114,XASX,9842,99.14014,NZD
1115,XASX,5056,95.13957,TOP
1116,XASX,9879,64.29165,TTD
1117,XASX,3412,25.561758,TND
1118,XASX,3727,41.47303,TRY
1119,XASX,4894,43.364616,TMT
1120,XASX,1355,70.44656,USD
1121,XASX,4281,60.483612,AUD
1122,XASX,8209,33.589314,UGX
1123,XASX,8777,40.627747,UAH
1124,XASX,8134,18.185284,AED
1125,XASX,3036,25.608204,GBP
1126,XASX,9864,38.95038,USD
1127,XASX,7,98.365654,USD
1128,XASX,8417,6.0794716,USN
1129,XASX,5990,40.110996,UYU
1130,XASX,5532,89.43588,UYI
1131,XASX,1420,73.10688,UYW
1132,XASX,802,58.433514,UZS
1133,XASX,3081,93.78008,VUV
1134,XASX,2167,22.28166,VES
1135,XASX,2967,43.012127,VND
1136,XASX,3526,87.154884,USD
1137,XASX,6325,74.60088,USD
1138,XASX,6691,38.691635,XPF
1139,XASX,1898,59.048115,MAD
1140,XASX,8313,33.080532,YER
1141,XASX,992,66.50481,ZMW
1142,XASX,8535,38.139698,ZWL
1143,XASX,6395,10.859533,XBA
1144,XASX,8972,83.84515,XBB
1145,XASX,1549,75.73577,XBC
1146,XASX,7225,98.29428,XBD
1147,XASX,4454,93.62145,XTS
1148,XASX,7832,66.963715,XXX
1149,XASX,7075,20.476046,XAU
1150,XASX,7345,85.59633,XPD
1151,XASX,5100,79.94851,XPT
1152,XASX,7352,68.94991,XAG
1153,XASX,4795,78.06617,AFA
1154,XASX,4724,30.181278,FIM
1155,XASX,3038,11.161096,ALK
1156,XASX,6034,68.91414,ADP
1157,XASX,4885,56.921455,ESP
1158,XASX,5377,81.762566,FRF
1159,XASX,5677,54.258812,AOK
1160,XASX,5253,59.232647,AON
1161,XASX,6276,60.9136,AOR
1162,XASX,1254,42.431103,ARA
1163,XASX,9637,3.7990494,ARP
1164,XASX,1779,43.893547,ARY
1165,XASX,5096,66.48366,RUR
1166,XASX,1633,91.55205,ATS
1167,XASX,6038,39.45351,AYM
1168,XASX,736,76.12287,AZM
1169,XASX,2136,32.73544,RUR
1170,XASX,2176,51.493313,BYB
1171,XASX,2617,75.44493,BYR
1172,XASX,9620,89.68981,RUR
1173,XASX,7571,54.041687,BEC
1174,XASX,5680,0.38765028,BEF
1175,XASX,271,84.78875,BEL
1176,XASX,406,89.106285,BOP
1177,XASX,6020,19.340689,BAD
1178,XASX,7581,30.606228,BRB
1179,XASX,1279,75.79664,BRC
1180,XASX,6639,28.654196,BRE
1181,XASX,4695,16.729443,BRN
1182,XASX,2406,35.6959,BRR
1183,XASX,1586,90.30813,BGJ
1184,XASX,1967,77.10959,BGK
1185,XASX,2150,33.47754,BGL
1186,XASX,3919,84.043686,BUK
1187,XASX,8768,4.1004806,HRD
1188,XASX,2157,80.81676,HRK
1189,XASX,1030,7.8114896,CYP
1190,XASX,8033,96.774994,CSJ
1191,XASX,7391,96.29837,CSK
1192,XASX,7306,48.806873,ECS
1193,XASX,552,11.490985,ECV
1194,XASX,1739,34.208405,GQE
1195,XASX,8660,38.07475,EEK
1196,XASX,7079,81.775566,XEU
1197,XASX,7751,92.6312,FIM
1198,XASX,8498,22.35622,FRF
1199,XASX,3141,48.96468,FRF
1200,XASX,6349,13.682883,FRF
1201,XASX,9261,74.80487,GEK
1202,XASX,4374,9.972272,RUR
1203,XASX,3478,17.3692,DDM
1204,XASX,2052,2.7544897,DEM
1205,XASX,9510,2.9311862,GHC
1206,XASX,1836,64.27338,GHP
1207,XASX,149,95.67802,GRD
1208,XASX,4606,33.31482,FRF
1209,XASX,4080,88.29703,GNE
1210,XASX,6403,2.1430771,GNS
1211,XASX,9999,92.51407,GWE
1212,XASX,4816,73.9983,GWP
1213,XASX,5137,43.51308,ITL
1214,XASX,5305,80.73467,ISJ
1215,XASX,2234,26.710918,IEP
1216,XASX,1612,55.100002,ILP
1217,XASX,4134,95.45379,ILR
1218,XASX,1224,50.421238,ITL
1219,XASX,1521,10.383585,RUR
1220,XASX,6039,50.8272,RUR
1221,XASX,8917,36.13455,LAJ
1222,XASX,5675,40.615913,LVL
1223,XASX,9203,63.645527,LVR
1224,XASX,7258,78.24203,LSM
1225,XASX,2626,34.561718,ZAL
1226,XASX,1716,82.00425,LTL
1227,XASX,431,32.118114,LTT
1228,XASX,1791,68.351685,LUC
1229,XASX,8086,34.849205,LUF
1230,XASX,859,17.294724,LUL
1231,XASX,5847,52.561264,MGF
1232,XASX,37,4.668795,MWK
1233,XASX,8727,60.213818,MVQ
1234,XASX,5036,77.83787,MLF
1235,XASX,5334,40.048748,MTL
1236,XASX,1929,97.369354,MTP
1237,XASX,8873,43.76954,FRF
1238,XASX,9498,57.392006,MRO
1239,XASX,5521,66.9306,FRF
1240,XASX,2896,54.501766,MXP
1241,XASX,7414,26.48678,RUR
1242,XASX,8193,66.91691,FRF
1243,XASX,3987,82.91954,MZE
1244,XASX,4251,49.657852,MZM
1245,XASX,1096,21.494081,NLG
1246,XASX,1379,22.665861,ANG
1247,XASX,2954,5.2067738,NIC
1248,XASX,8710,67.94384,PEH
1249,XASX,5627,32.726337,PEI
1250,XASX,8412,30.300306,PEN
1251,XASX,9495,48.168484,PES
1252,XASX,1138,95.148,PLZ
1253,XASX,8380,58.65628,PTE
1254,XASX,7982,92.491295,FRF
1255,XASX,6784,8.262733,ROK
1256,XASX,4046,90.42531,ROL
1257,XASX,3491,53.131874,RON
1258,XASX,8915,48.009388,RUR
1259,XASX,7228,20.989914,FRF
1260,XASX,3705,5.681883,FRF
1261,XASX,8096,58.798378,FRF
1262,XASX,4611,3.3252368,ITL
1263,XASX,167,48.06626,STD
1264,XASX,4624,12.944729,CSD
1265,XASX,8160,45.344208,EUR
1266,XASX,9417,86.9643,SKK
1267,XASX,6931,21.158978,SIT
1268,XASX,615,77.80774,ZAL
1269,XASX,8694,44.399754,SDG
1270,XASX,5810,63.642567,RHD
1271,XASX,4059,41.60235,ESA
1272,XASX,9021,31.041607,ESB
1273,XASX,8869,4.975108,ESP
1274,XASX,5101,49.71017,SDD
1275,XASX,4851,11.186047,SDP
1276,XASX,9214,22.997955,SRG
1277,XASX,3782,55.44211,SZL
1278,XASX,4648,22.185184,CHC
1279,XASX,9435,47.28017,RUR
1280,XASX,8425,34.939785,TJR
1281,XASX,7554,62.268364,IDR
1282,XASX,8299,56.957706,TPE
1283,XASX,62,90.04888,TRL
1284,XASX,947,88.25578,TRY
1285,XASX,8566,91.1746,RUR
1286,XASX,5398,88.0011,TMM
1287,XASX,7218,86.51225,UGS
1288,XASX,9643,64.56016,UGW
1289,XASX,1155,7.233047,UAK
1290,XASX,7344,33.164444,SUR
1291,XASX,4470,18.850567,USS
1292,XASX,2829,86.41955,UYN
1293,XASX,9111,63.925533,UYP
1294,XASX,7099,21.029007,RUR
1295,XASX,6348,82.45598,VEB
1296,XASX,7671,27.75703,VEF
1297,XASX,1080,3.5506396,VEF
1298,XASX,6786,65.11914,VEF
1299,XASX,3267,20.984833,VNC
1300,XASX,7296,10.163715,YDD
1301,XASX,353,60.369274,YUD
1302,XASX,254,54.77343,YUM
1303,XASX,3772,60.52586,YUN
1304,XASX,9840,67.26251,ZRN
1305,XASX,9491,71.148125,ZRZ
1306,XASX,3707,92.066574,ZMK
1307,XASX,6547,40.14769,ZWC
1308,XASX,8798,0.9043072,ZWD
1309,XASX,9551,74.973434,ZWD
1310,XASX,3649,28.114246,ZWN
1311,XASX,6406,32.722157,ZWR
1312,XASX,2273,29.910934,XFO
1313,XASX,3292,72.74565,XRE
1314,XASX,115,79.34921,XFU
1315,XWBO,3364,75.14925,AFN
1316,XWBO,729,91.780495,EUR
1317,XWBO,1762,18.527523,ALL
1318,XWBO,260,4.3337626,DZD
1319,XWBO,3990,84.89524,USD
1320,XWBO,9414,93.06579,EUR
1321,XWBO,9084,2.7708654,AOA
1322,XWBO,1799,34.45588,XCD
1323,XWBO,621,3.8482437,XCD
1324,XWBO,6092,77.28761,ARS
1325,XWBO,4389,3.7332292,AMD
1326,XWBO,2188,27.121548,AWG
1327,XWBO,4526,76.46321,AUD
1328,XWBO,6617,27.501717,EUR
1329,XWBO,263,68.34136,AZN
1330,XWBO,3183,94.358185,BSD
1331,XWBO,6683,98.996254,BHD
1332,XWBO,7276,13.81409,BDT
1333,XWBO,4675,44.112442,BBD
1334,XWBO,3599,61.81223,BYN
1335,XWBO,8781,56.930264,EUR
1336,XWBO,5012,9.65521,BZD
1337,XWBO,2055,89.69491,XOF
1338,XWBO,4674,29.754309,BMD
1339,XWBO,5412,47.41699,INR
1340,XWBO,3989,43.461666,BTN
1341,XWBO,7114,57.50987,BOB
1342,XWBO,5403,58.98401,BOV
1343,XWBO,2398,4.7329507,USD
1344,XWBO,6540,98.18363,BAM
1345,XWBO,6854,30.68199,BWP
1346,XWBO,4289,13.086766,NOK
1347,XWBO,6341,48.667633,BRL
1348,XWBO,6543,2.8661194,USD
1349,XWBO,9819,89.18406,BND
1350,XWBO,9585,17.032713,BGN
1351,XWBO,2745,67.7615,XOF
1352,XWBO,2041,0.7092268,BIF
1353,XWBO,4038,25.604584,CVE
1354,XWBO,5350,53.335804,KHR
1355,XWBO,10,90.5096,XAF
1356,XWBO,3002,87.96383,CAD
1357,XWBO,5019,60.29841,KYD
1358,XWBO,3471,78.57566,XAF
1359,XWBO,8796,13.144365,XAF
1360,XWBO,4728,37.64727,CLP
1361,XWBO,9225,68.673,CLF
1362,XWBO,2765,61.252018,CNY
1363,XWBO,5624,63.16534,AUD
1364,XWBO,3370,59.15213,AUD
1365,XWBO,9300,90.98962,COP
1366,XWBO,3704,59.88981,COU
1367,XWBO,5040,68.70591,KMF
1368,XWBO,9679,2.8518546,CDF
1369,XWBO,8993,1.7076197,XAF
1370,XWBO,2041,83.95334,NZD
1371,XWBO,2671,23.801456,CRC
1372,XWBO,5485,7.775916,XOF
1373,XWBO,2180,70.42207,HRK
1374,XWBO,7083,92.03715,CUP
1375,XWBO,8561,6.166973,CUC
1376,XWBO,8400,53.959568,ANG
1377,XWBO,9247,37.365055,EUR
1378,XWBO,878,73.424545,CZK
1379,XWBO,3032,1.3723277,DKK
1380,XWBO,3970,14.0607395,DJF
1381,XWBO,7938,24.87343,XCD
1382,XWBO,8254,61.48029,DOP
1383,XWBO,6004,15.339964,USD
1384,XWBO,847,95.619934,EGP
1385,XWBO,633,70.40218,SVC
1386,XWBO,2671,67.43191,USD
1387,XWBO,1488,39.73009,XAF
1388,XWBO,2341,70.44753,ERN
1389,XWBO,4498,36.693413,EUR
1390,XWBO,7962,31.673311,SZL
1391,XWBO,9414,72.649864,ETB
1392,XWBO,4864,26.96716,EUR
1393,XWBO,4423,24.147442,FKP
1394,XWBO,8843,62.592316,DKK
1395,XWBO,6914,90.88535,FJD
1396,XWBO,4847,86.422554,EUR
1397,XWBO,6301,62.423218,EUR
1398,XWBO,314,83.80665,EUR
1399,XWBO,5090,87.05148,XPF
1400,XWBO,9158,48.08565,EUR
1401,XWBO,333,97.410034,XAF
1402,XWBO,672,46.39827,GMD
1403,XWBO,1805,8.5249,GEL
1404,XWBO,7996,95.396194,EUR
1405,XWBO,2946,75.393265,GHS
1406,XWBO,8484,40.551968,GIP
1407,XWBO,6680,43.524643,EUR
1408,XWBO,9830,77.70514,DKK
1409,XWBO,5871,73.00157,XCD
1410,XWBO,5989,73.30914,EUR
1411,XWBO,9936,73.11337,USD
1412,XWBO,8813,27.089293,GTQ
1413,XWBO,7178,19.836475,GBP
1414,XWBO,9597,65.69126,GNF
1415,XWBO,5257,62.240044,XOF
1416,XWBO,3366,47.710224,GYD
1417,XWBO,3609,55.29637,HTG
1418,XWBO,9803,38.15413,USD
1419,XWBO,6292,42.41171,AUD
1420,XWBO,4435,74.64946,EUR
1421,XWBO,9519,88.414215,HNL
1422,XWBO,4145,0.09183963,HKD
1423,XWBO,9998,72.35126,HUF
1424,XWBO,8327,34.914013,ISK
1425,XWBO,6722,30.012836,INR
1426,XWBO,9611,70.48612,IDR
1427,XWBO,1916,95.54,XDR
1428,XWBO,1495,72.29888,IRR
1429,XWBO,3825,0.3813455,IQD
1430,XWBO,1404,79.001945,EUR
1431,XWBO,9144,75.21144,GBP
1432,XWBO,9191,40.425457,ILS
1433,XWBO,3329,6.5494585,EUR
1434,XWBO,7723,28.921124,JMD
1435,XWBO,1426,26.9296,JPY
1436,XWBO,2353,95.39689,GBP
1437,XWBO,6691,86.03992,JOD
1438,XWBO,8166,56.463634,KZT
1439,XWBO,940,45.211926,KES
1440,XWBO,6423,79.54249,AUD
1441,XWBO,3914,88.24511,KPW
1442,XWBO,449,54.63816,KRW
1443,XWBO,9757,44.495377,KWD
1444,XWBO,2480,76.55609,KGS
1445,XWBO,8642,96.619934,LAK
1446,XWBO,3322,84.83901,EUR
1447,XWBO,7570,68.90026,LBP
1448,XWBO,9255,67.101944,LSL
1449,XWBO,4526,41.10727,ZAR
1450,XWBO,4573,11.8663845,LRD
1451,XWBO,2100,44.875862,LYD
1452,XWBO,4305,82.11165,CHF
1453,XWBO,7,16.421543,EUR
1454,XWBO,3343,69.08459,EUR
1455,XWBO,4453,48.742027,MOP
1456,XWBO,4906,54.2762,MKD
1457,XWBO,8335,25.09607,MGA
1458,XWBO,8407,28.6863,MWK
1459,XWBO,5144,25.4088,MYR
1460,XWBO,6685,19.240543,MVR
1461,XWBO,8474,76.09565,XOF
1462,XWBO,4415,2.08863,EUR
1463,XWBO,5855,96.799065,USD
1464,XWBO,4288,81.12067,EUR
1465,XWBO,8019,77.464615,MRU
1466,XWBO,5635,47.627037,MUR
1467,XWBO,1896,80.77751,EUR
1468,XWBO,3030,34.937828,XUA
1469,XWBO,5865,81.15488,MXN
1470,XWBO,7900,6.790174,MXV
1471,XWBO,5312,74.66506,USD
1472,XWBO,8901,51.871216,MDL
1473,XWBO,2221,72.38681,EUR
1474,XWBO,5343,9.660598,MNT
